Record Number,Common Name,Code,Latitude,Longitude,GPS certainty_meters,Locality,Elev_meters,Date,Observer,Breeding Evidence,Observation,Nest Species_Structure,Nest hgt meters,Comments,Sources,Photo,Photo Link,Scientific Name,
2452,European Starling,EUST,34.6232495,-119.9982808,100,"Santa Ynez Valley, Happy Cyn Rd",242,4-Apr-2009,"Compton, D.",Carrying Food,ad carrying food long distance,,,"Near Alisos Rd. With Keefe, H.",observer,,,#REF!,
2453,European Starling,EUST,34.6103991,-120.0331542,75,"Santa Ynez vicinity, Armour Ranch Rd nr Count Fleet St",228,4-Apr-2009,"Compton, D.",Carrying Food,ad carrying food long distance,,,"With Keefe, H.",observer,,,#REF!,
2454,Great Blue Heron,GBHE,34.5563146,-119.9017164,90,"Cachuma Lake, east end",242,4-Apr-2009,"Compton, D.",Carrying Nesting Material,ad carrying nesting material to one of approx 5 active nest,sycamore,,,Cachuma Lake quarterly report,,,#REF!,
2455,Lesser Goldfinch,LEGO,34.6966092,-119.9121897,75,"Cachuma Ck, Cachuma Campground",651,4-Apr-2009,"Compton, D.",Nest Building,female building nest,Coast Live Oak,6,"With Keefe, H. W side of Happy Cyn Rd",observer,,,#REF!,
2456,Rock Wren,ROWR,34.6749699,-119.9196035,200,"Happy Canyon Rd, nr De la Guerra Spring",635,4-Apr-2009,"Compton, D.",Carrying Nesting Material,"pr, one carrying nesting material",,,"With Keefe, H.",observer,,,#REF!,
2457,Red-winged Blackbird,RWBL,34.7073283,-120.1124843,350,"Los Olivos vicinity, Figueroa Mtn Rd",307,4-Apr-2009,"Compton, D.",Carrying Nesting Material,Female carrying nesting material,Black Mustard,,"Large colony along Figueroa Mtn Rd with many territorial males. With Keefe, H.",observer,,,#REF!,
2458,Cassin's Kingbird,CAKI,34.4103073,-119.8472213,75,"Goleta, UCSB Campus Lagoon",17,5-Apr-2009,"Compton, D.",Carrying Food,ad carrying nesting material,,,"With Holmgren, M.",Campus Lagoon nesting survey 5 April 2009.pdf,,,#REF!,
2459,House Finch,HOFI,34.4091572,-119.8451267,50,"Goleta, UCSB Campus Lagoon",17,5-Apr-2009,"Compton, D.",Carrying Food,ad carrying nesting material,,,"With Holmgren, M.",Campus Lagoon nesting survey 5 April 2009.pdf,,,#REF!,
2460,White-tailed Kite,WTKI,34.4394593,-119.8483847,30,"Goleta, Lake Los Carneros",9,5-Apr-2009,"Lentz, J.",Nest in Use (clarify),"Female on nest. On 18 April 2009, Hanson with Kearns, P, Compton, D, Keefe, H. saw female brooding 2 fuzzy-headed nestlings. On 19 April 2009, Lentz saw ad feeding 2 nestlings. On 6 May 2009, M. Victoria saw 4 nestlings.",Monterey Cypress,12,,observer,,,#REF!,
2462,American Crow,AMCR,34.4500105,-119.759024,10,"Santa Barbara, nr Cieneguitas x Foothill",64,11-Apr-2009,"Compton, D.",Adult at Nest (clarify),nest with apparently incubating ad,sycamore,5.5,sycamore in apartment complex,observer,,,#REF!,
2463,American Robin,AMRO,34.457587,-119.8102153,10,"Goleta, San Jose Ck",34,11-Apr-2009,"Compton, D.",Adult at Nest (clarify),nest with apparently incubating ad,bridge,7,nr N. Patterson Ave. Nest was directly above creek at the lip of an open hole through crosswise concrete support.,observer,,,#REF!,
2468,Great Egret,GREG,34.41837,-119.82838,50,"Goleta, SoCal Gas Plant, nr Goleta Slough mouth",3,11-Apr-2009,"Compton, D.",Adult at Nest (clarify),"3 nests with apparently incubating adult at each.  On 29 May 2009, Holmgren saw 5 active nests. On 4 July 2009, Compton saw nest with 2 branchers.",Eucalyptus,,"1c of 3 identical observations; see also entries for 29 May, 4 July 2009. With Hodgson, J.",observer,,,#REF!,
2469,Red-tailed Hawk,RTHA,34.4134,-119.87342,50,"Goleta, COPR, Devereux Slough",5,11-Apr-2009,"Compton, D.",Adult at Nest (clarify),"ad sitting low on nest, probably incubating",Eucalyptus,,"S side of North Finger. On 13 June 2009, Dianna Ricky saw 2+ fledglings near nest.  Nest used since at least 2005",observer,,,#REF!,
2470,Anna's Hummingbird,ANHU,34.506959,-119.8230993,15,"Santa Ynez Mtns, Kinevan Rd",613,12-Apr-2009,"Compton, D.",Nest Building,Female building nest,,,,observer,,,#REF!,
2471,Anna's Hummingbird,ANHU,34.50688,-119.82311,,"Santa Ynez Mtns, Kinevan Rd",603,12-Apr-2009,"Compton, D.",No suitable category,,,,"With Holmgren, M.",,,,#REF!,
2472,Dark-eyed Junco,DEJU,34.5066966,-119.8208038,20,"Santa Ynez Mtns, Kinevan Rd",614,12-Apr-2009,"Compton, D.",Carrying Food,food carry to vegetated bank,,,,observer,,,#REF!,
2474,Dark-eyed Junco,DEJU,34.5067016,-119.8205861,20,"Santa Ynez Mtns, Kinevan Rd",612,12-Apr-2009,"Holmgren, M.",Carrying Food,food carry into vegetation,Blackberry,,,observer,,,#REF!,
2475,Scaly-breasted Munia,SBMU,34.412805,-119.8798923,150,"Goleta, COPR",9,12-Apr-2009,"Ranson, H.",Nest Building,pr building nest,Monterey Cypress,,,observer,,,#REF!,
2477,Pacific-slope Flycatcher,PSFL,34.5069,-119.82222,30,"Santa Ynez Mtns, Kinevan Rd",620,12-Apr-2009,"Holmgren, M.",Carrying Food,food carry,,,"With Compton, D.",observer,,,#REF!,
2478,Pacific-slope Flycatcher,PSFL,34.5059,-119.81902,10,"Santa Ynez Mtns, Kinevan Rd",610,12-Apr-2009,"Holmgren, M.",Nest Building,"nest construction, latter stages.",rocky bank,,"with Compton, D",observer,,,#REF!,
2479,Song Sparrow,SOSP,34.5068414,-119.82156,10,"Santa Ynez Mtns, Kinevan Rd",611,12-Apr-2009,"Compton, D.",Carrying Food,"food carry, agitation",,,"with Holmgren, M.",observer,,,#REF!,
2481,Oak Titmouse,OATI,34.45869,-119.77823,,"Goleta, San Antonio Ck Trail",96,17-Apr-2009,"Holmgren, M.",Delivering Food to Nest or Cavity,"large wad of food delivered 2x, nestlings loud.",Western Sycamore,7,"With Solis, S.  (4m W of this pt)",,,,#REF!,
2482,Black Phoebe,BLPH,34.4442375,-119.8502879,5,"Goleta, Lake Los Carneros",16,18-Apr-2009,"Compton, D.",Delivering Food to Nest or Cavity,ad delivering food to nestlings,bridge,3,,observer,,,#REF!,
2485,California Towhee,CALT,34.4496084,-119.7584667,10,"Santa Barbara, nr Cieneguitas x Foothill",63,19-Apr-2009,"Compton, D.",Carrying Food,ad carrying food,,,,observer,,,#REF!,
2486,Cliff Swallow,CLSW,34.4502534,-119.7578459,10,"Santa Barbara, nr Cieneguitas x Foothill",64,19-Apr-2009,"Compton, D.",No suitable category,5 complete nests,building,7,,observer,,,#REF!,
2487,Cliff Swallow,CLSW,34.4504974,-119.7578213,10,"Santa Barbara, nr Cieneguitas x Foothill",65,19-Apr-2009,"Compton, D.",No suitable category,3 complete nests,building,7,,observer,,,#REF!,
2488,Cliff Swallow,CLSW,34.4505042,-119.7575168,10,"Santa Barbara, nr Cieneguitas x Foothill",65,19-Apr-2009,"Compton, D.",No suitable category,6 complete nests,building,7,,observer,,,#REF!,
2490,Mallard,MALL,34.50039,-119.82515,100,"Santa Ynez Mtns, Windermere",676,19-Apr-2009,"Holmgren, M.",Fledgling under Parental Care,16 chix in the Lower Pond. 11 chix were on the pond on 17 April 2009.,,, pond 60m SE Larson property at 5797 West Camino Cielo.  11 chix were on the pond on 17 April 2009.,Holmgren's Natural History Notes 22 Apr 2011.doc.,,,#REF!,
2492,California Scrub-Jay,CASJ,34.5098389,-119.7729634,20,"Santa Ynez Mtns, East Camino Cielo",1065,19-Apr-2009,"Compton, D.",Carrying Food,food carry to vegetation in this location,,,"With Keefe, H.",observer,,,#REF!,
2494,Eurasian Collared-Dove,EUCD,34.4203102,-119.6934427,50,"Santa Barbara, Garden St nr Haley",5,20-Apr-2009,"Coulter, C.",Egg in Nest,"ad incubating, 1 egg visible",metal shelf between boxes,2.5,24 April still inc 1 egg,observer,,,#REF!,
2497,Hairy Woodpecker,HAWO,34.4235107,-119.8880116,7,"Ellwood, Devereux Creek nr Coronado",7,24-Apr-2009,"Ranson, H.",Cavity Nester Attending Cavity,male and female switching at nest hole,agave,3,Nest site from 2008. From SB Co #12771,observer,,,#REF!,
2498,Bullock's Oriole,BUOR,34.55529,-120.0817765,10,"Santa Ynez Valley, Quiota Ck",212,25-Apr-2009,"Compton, D.",Nest Building,Female building nest,Valley Oak,12,carrying lace lichen into a clump of lace lichen,observer,,,#REF!,
2500,European Starling,EUST,34.5563571,-120.0826653,10,"Santa Ynez Valley, Quiota Ck",207,25-Apr-2009,"Compton, D.",Delivering Food to Nest or Cavity,"ad delivering food to cavity, begging heard",sycamore,16,1 of 34 nests in colony of Ficus trees nr harbor. [Transposition of data in comments preceding 2012.],observer,,,#REF!,
2535,Black Phoebe,BLPH,34.4412776,-119.7122216,10,"Santa Barbara, Rocky Nook Park",105,26-Apr-2009,"Compton, D.",Carrying Food,ad carrying food to where begging nestlings heard,boulder in creek,0.5,"nest (not seen) was in depression on side of boulder. With Keefe, H.",observer,,,#REF!,
2536,Bushtit,BUSH,34.4417146,-119.712029,10,"Santa Barbara, Rocky Nook Park",105,26-Apr-2009,"Keefe, H.",Delivering Food to Nest or Cavity,ad delivering food to nest; begging heard,Coast Live Oak,5,"With Compton, D.",observer,,,#REF!,
2537,Dark-eyed Junco,DEJU,34.4412,-119.7122069,10,"Santa Barbara, Rocky Nook Park",105,26-Apr-2009,"Compton, D.",Carrying Food,pr carrying food; 1 begging fledgling in close proximity,,,"With Keefe, H.",observer,,,#REF!,
2538,Dark-eyed Junco,DEJU,34.441644,-119.7119614,10,"Santa Barbara, Rocky Nook Park",106,26-Apr-2009,"Compton, D.",Fledgling Begging,2 begging fledglings under parental care,,,"With Keefe, H.",observer,,,#REF!,
2539,Dark-eyed Junco,DEJU,34.4435971,-119.710882,10,"Santa Barbara, Rocky Nook Park",119,26-Apr-2009,"Compton, D.",Juvenile Independent,7 independent juvs feeding together,,,"With Keefe, H.",observer,,,#REF!,
2540,Lesser Goldfinch,LEGO,34.4411216,-119.7123471,10,"Santa Barbara, Rocky Nook Park",104,26-Apr-2009,"Compton, D.",Feeding Fledgling,ad Female feeding begging fledgling,,,"With Keefe, H.",observer,,,#REF!,
2541,Oak Titmouse,OATI,34.4432153,-119.7106194,10,"Santa Barbara, Rocky Nook Park",118,26-Apr-2009,"Compton, D.",Fledgling Begging,"family group, including 2 ad and 3 begging fledglings",,,"With Keefe, H.",observer,,,#REF!,
2542,Oak Titmouse,OATI,34.4444529,-119.7100936,10,"Santa Barbara, Rocky Nook Park",125,26-Apr-2009,"Compton, D.",Delivering Food to Nest or Cavity,ad delivering food to cavity where begging heard,Coast Live Oak,6,"With Keefe, H.",observer,,,#REF!,
2543,Orange-crowned Warbler,OCWA,34.4411608,-119.7122069,10,"Santa Barbara, Rocky Nook Park",105,26-Apr-2009,"Compton, D.",Feeding Fledgling,ad feeding 1 of 2 begging fledglings,,,"With Keefe, H.",observer,,,#REF!,
2544,Orange-crowned Warbler,OCWA,34.4426649,-119.7110478,10,"Santa Barbara, Rocky Nook Park",112,26-Apr-2009,"Compton, D.",Feeding Fledgling,ad feeding 3 begging fledglings,,,"With Keefe, H.",observer,,,#REF!,
2545,Orange-crowned Warbler,OCWA,34.4444079,-119.7100922,10,"Santa Barbara, Rocky Nook Park",126,26-Apr-2009,"Compton, D.",Fledgling Begging,begging fledgling under parental care,,,"With Keefe, H.",observer,,,#REF!,
2546,Orange-crowned Warbler,OCWA,34.4435898,-119.7099896,10,"Santa Barbara, Rocky Nook Park",127,26-Apr-2009,"Compton, D.",Fledgling Begging,begging fledgling under parental care,,,"With Keefe, H.",observer,,,#REF!,
2547,Orange-crowned Warbler,OCWA,34.4439916,-119.7093497,10,"Santa Barbara, Rocky Nook Park",129,26-Apr-2009,"Compton, D.",Feeding Fledgling,ad feeding 1 of 3 begging fledglings,,,"With Keefe, H.",observer,,,#REF!,
2548,Red-shouldered Hawk,RSHA,34.5767429,-119.9593824,50,"Cachuma Lake, Nature Center",241,1-May-2009,"Kelly, M.",Nestling in Nest,3 nestlings. On 29 May 2009 nestlings flapping their wings.,,,,Cachuma Lake quarterly report,,,#REF!,
2549,Bushtit,BUSH,34.4498135,-119.7577661,5,"Santa Barbara, nr Cieneguitas x Foothill",67,2-May-2009,"Compton, D.",Fledgling Begging,"family group including begging, short-tailed fledglings",,,,observer,,,#REF!,
2550,Great Blue Heron,GBHE,34.40841,-119.69539,15,"Santa Barbara, Pershing Park",5,2-May-2009,"Ballard, L.",Nestling in Nest,"5 nests present: 1 nest with 3 nestlings, 4 nests with 2 nestlings.",Eucalyptus cornuta,,All in Euc. cornuta. nr Castillo x Mason,observer,,,#REF!,
2555,Blue-gray Gnatcatcher,BGGN,34.5562281,-119.785562,5,"Santa Ynez River, Aliso Canyon",360,3-May-2009,"Compton, D.",Nest Building,pr building nest,oak,4,"over edge of dry creek bottom, surrounded by hard chaparral. With Keefe, H.",observer,,,#REF!,
2556,Bushtit,BUSH,34.4318591,-119.9160769,5,"Ellwood, Haskell's Beach",8,3-May-2009,"Compton, D.",Delivering Food to Nest or Cavity,pr carrying food to nest with begging young heard,California Sage and Lemonadeberry,1,,observer,,,#REF!,
2557,Orange-crowned Warbler,OCWA,34.4498814,-119.7579534,10,"Santa Barbara, nr Cieneguitas x Foothill",64,3-May-2009,"Compton, D.",Feeding Fledgling,ad feeding begging fledgling,,,,observer,,,#REF!,
2558,Yellow Warbler,YEWA,34.5068669,-119.8216262,10,"Santa Ynez Mtns, Kinevan Rd",597,3-May-2009,"Compton, D.",Carrying Nesting Material,nest material carry into tree,,,,observer,,,#REF!,
2559,Hairy Woodpecker,HAWO,34.4329469,-119.620137,300,"Montecito, San Ysidro Ck, Ennisbrook Trail",68,4-May-2009,"Harding, M.",Delivering Food to Nest or Cavity,adults feeding nestlings through nest cavity,oak,1.5,dead oak,observer,,,#REF!,
2560,Black Phoebe,BLPH,34.4338251,-119.844527,10,"Goleta, Robin Hill Rd nr Hollister Ave",4,6-May-2009,"Compton, D.",Feeding Fledgling,ad feeding 2 begging fledglings,,,,observer,,,#REF!,
2562,Bushtit,BUSH,34.45287,-119.7568535,25,"Santa Barbara, Cocopah Rd nr Foothill",73,9-May-2009,"Compton, D.",Fledgling Begging,family group including begging fledglings following parents,,,,observer,,,#REF!,
2563,California Scrub-Jay,CASJ,34.4528359,-119.7568535,25,"Santa Barbara, Cocopah Rd nr Foothill",73,9-May-2009,"Compton, D.",Carrying Nesting Material,nest material carry to hedge,,,,observer,,,#REF!,
2564,California Scrub-Jay,CASJ,34.4512703,-119.7591199,10,"Santa Barbara, Foothill Rd nr Cieneguitas",68,9-May-2009,"Compton, D.",Nest Building,nest building,ornamental shrub,1.7,,observer,,,#REF!,
2565,Black-necked Stilt,BNST,34.41548,-119.8751834,100,"Goleta, COPR, Devereux Slough",2,12-May-2009,"Bush, M.",Egg in Nest,ad sitting on nest with 1+ eggs,wood plank,0,,observer,,,#REF!,
2566,American Kestrel,AMKE,34.44051,-119.85075,50,"Goleta, Lake Los Carneros",15,13-May-2009,"Lentz, J.",Delivering Food to Nest or Cavity,"male delivering food to nest cavity. On 30 May 2009, Lentz had 3 dep fledglings in tree together, with agitated Female nearby.  On 6 June 2009, Lentz saw 4 dep fledglings.",Monterey Pine,6,"Record #s 1812, 2177, 2566, and this are all in the same Monterey Pine.",observer. Follow-up e-mails to Holmgren on 7 Sept 2016.,,,#REF!,
2567,Mourning Dove,MODO,34.42065,-119.86417,15,"Goleta Slough, western",4,13-May-2009,"Holmgren, M.",Adult at Nest (clarify),incubating,,,,,,,#REF!,
2568,Say's Phoebe,SAPH,34.42069,-119.86417,15,"Goleta, UCSB, Storke Campus housing",5,13-May-2009,"Holmgren, M.",Adult at Nest (clarify),bird sitting on a nest,building,5.5,,MAH Records from personal copy of BOSB and Today 2009.docx,,,#REF!,
2570,White-tailed Kite,WTKI,34.4405853,-119.8449044,10,"Goleta, Lake Los Carneros",14,13-May-2009,"Lentz, J.",Nest Building,"On 30 May and 6 June 2009, Lentz found female on nest. On 20 July 2009, Hanson found 2+ nestlings. On 7 August 2009, Hanson and Kearns found male delivering food to nest, Female feeding food to unseen nestlings.  On 11 August 2009, Hanson found 2 of 3 nestlings fledged.",pine,,Same pr that nested nearby in entries from 5 Apr to 6 May 2009,observer,,,#REF!,
2572,Bushtit,BUSH,34.424147,-119.8065712,0,"Goleta, Atascadero Ck mitigation area",8,17-May-2009,"Compton, D.",Feeding Fledgling,large family group with begging fledglings,,,,observer,,,#REF!,
2573,House Sparrow,HOSP,34.4509899,-119.7579681,30,"Santa Barbara, Foothill Rd nr Cieneguitas",66,17-May-2009,"Compton, D.",Delivering Food to Nest or Cavity,2 adults repeatedly delivering food to nest (built by Cliff Swallows) where at least one begging nestling heard.,building,6,,observer,,,#REF!,
2574,Pacific-slope Flycatcher,PSFL,34.4498228,-119.7577556,10,"Santa Barbara, Foothill Rd nr Cieneguitas",67,17-May-2009,"Compton, D.",Fledgling Begging,2 begging fledglings under close parental care,,,,observer,,,#REF!,
2575,Red-winged Blackbird,RWBL,34.4251419,-119.8032866,20,"Goleta, Atascadero Ck mitigation area",6,17-May-2009,"Compton, D.",Feeding Fledgling,ad Female repeatedly delivering food to and feeding two begging fledglins,,,,observer,,,#REF!,
2576,Acorn Woodpecker,ACWO,34.50042,-119.82549,15,"Santa Ynez Mtns, 5797 West Camino Cielo",683,19-May-2009,"Holmgren, M.",Nestling in Nest,sounds coming out of established cavity as ad stuck its head in cavity,Coast Live Oak,,,Holmgren's Natural History Notes 22 Apr 2011.doc.,,,#REF!,
2577,House Wren,HOWR,34.4251857,-119.8980159,30,Ellwood Mesa,15,19-May-2009,"Compton, D.",Delivering Food to Nest or Cavity,"pr repeatedly delivering food to nest cavity, where begging nestlings heard",open end of pole used as PV cell mount,3,"With Love, J.",observer,,,#REF!,
2578,Black-chinned Hummingbird,BCHU,34.45653,-119.65344,150,"Montecito, Cold Springs trailhead",244,21-May-2009,"Lentz, J.",Nest in Use (clarify),Female on nest,sycamore,,"With Harding, M.",observer,,,#REF!,
2579,Belding's Savannah Sparrow,BSSP,34.42034,-119.83928,10,"Goleta Slough, Area A",1,21-May-2009,"Compton, D.",Feeding Fledgling,ad feeding begging fledgling,,,,observer,,,#REF!,
2580,Belding's Savannah Sparrow,BSSP,34.42453,-119.84993,10,"Goleta Slough, Tecolotito Ck",2,21-May-2009,"Compton, D.",Fledgling Begging,ad closely accompanied by begging fledgling,,,,"Tidal Study Phase II Savannah Sparrow notes, URS Corporation",,,#REF!,
2581,Common Yellowthroat,COYE,34.425162,-119.8480298,7,"Goleta Slough, nr Area E",1,21-May-2009,"Compton, D.",No suitable category,begging fledglings/nestlings,,,,"Tidal Study Phase II Savannah Sparrow notes, URS Corporation",,,#REF!,
2582,Downy Woodpecker,DOWO,34.45628,-119.65332,150,"Montecito, Cold Springs trailhead",244,21-May-2009,"Lentz, J.",Delivering Food to Nest or Cavity,ad feeding 2 nestlings,sycamore,,"With Harding, M.",observer,,,#REF!,
2583,Gadwall,GADW,34.4250719,-119.8480268,5,"Goleta Slough, nr Area E",1,21-May-2009,"Compton, D.",Egg in Nest,ad Female flushed from nest with 7 eggs,,,,"Tidal Study Phase II Savannah Sparrow notes, URS Corporation",,,#REF!,
2584,Hairy Woodpecker,HAWO,34.45598,-119.6531,150,"Montecito, Cold Springs trailhead",244,21-May-2009,"Lentz, J.",Delivering Food to Nest or Cavity,ad feeding 2 nestlings through nest hole,White Alder,7,"With Harding, M.",observer,,,#REF!,
2585,Northern Mockingbird,NOMO,34.4260338,-119.8485272,10,"Goleta Slough, nr Area E",1,21-May-2009,"Compton, D.",Fledgling Begging,"begging fledgling, no ad seen",,,,"Tidal Study Phase II Savannah Sparrow notes, URS Corporation",,,#REF!,
2586,Song Sparrow,SOSP,34.4259918,-119.8491676,10,"Goleta Slough, Area E",1,21-May-2009,"Compton, D.",No suitable category,juv or fledgling,,,,"Tidal Study Phase II Savannah Sparrow notes, URS Corporation",,,#REF!,
2587,Western Wood-Pewee,WEWP,34.4561413,-119.6535869,150,"Montecito, Cold Springs trailhead",244,21-May-2009,"Lentz, J.",Nest Building,ad building nest,sycamore,,"With Harding, M.",observer,,,#REF!,
2588,Common Merganser,COME,34.57884,-119.95367,200,"Cachuma Lake, marina",231,22-May-2009,"Mason, L.",Fledgling under Parental Care,Female with 7 ducklings,,,,Cachuma Lake quarterly report,,,#REF!,
2589,Black-headed Grosbeak,BHGR,34.4245721,-119.805726,10,"Goleta, Atascadero Ck mitigation area",9,23-May-2009,"Compton, D.",Adult at Nest (clarify),"Female sitting or standing on nest, calling, possibly building",willow,4,,observer,,,#REF!,
